host_response_rate,host_acceptance_rate,host_listings_count,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews,latitude,longitude,city,zipcode,state
100%,86%,1,3,Entire home/apt,1.0,1.0,2.0,$100.00,,,2,12,8,38.930437964512784,-77.03622469809409,Washington,20010,DC
100%,100%,2,2,Private room,1.0,1.0,1.0,$100.00,$10.00,,1,1125,6,38.92572429266831,-77.02889488805724,Washington,20009,DC
,,2,2,Private room,1.0,1.5,1.0,$99.00,,,1,1125,0,38.923395503028296,-77.03631434821477,Washington,20009,DC
100%,,1,4,Entire home/apt,1.0,1.0,1.0,$140.00,,,2,18,3,38.92783201898615,-77.03924951378757,Washington,20009,DC
60%,89%,2,6,Entire home/apt,2.0,2.5,2.0,$154.00,$100.00,$200.00,2,10,18,38.93031672348295,-77.02409846403229,Washington,20010,DC
90%,44%,2,2,Entire home/apt,1.0,1.0,1.0,$70.00,$50.00,,1,1125,2,38.927484975309405,-77.03457508678422,Washington,20010,DC
100%,95%,5,4,Entire home/apt,1.0,1.0,1.0,$98.00,$45.00,$500.00,2,1125,24,38.930819029952595,-77.0384723433045,Washington,20010,DC
100%,100%,1,3,Entire home/apt,1.0,1.0,1.0,$90.00,$10.00,,1,1125,11,38.93603587941809,-77.03654653873689,Washington,20010,DC
,,1,2,Private room,1.0,1.0,1.0,$100.00,$30.00,,3,1125,18,38.92010361620272,-77.0327411833557,Washington,20009,DC
100%,80%,2,2,Private room,1.0,1.0,1.0,$60.00,$25.00,$200.00,2,4,4,38.92882944828425,-77.03732348536211,Washington,20009,DC
100%,79%,1,3,Entire home/apt,1.0,1.0,1.0,$130.00,,,1,1125,6,38.93765112962789,-77.03671027909516,Washington,20010,DC
63%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$105.00,$60.00,$150.00,1,2000,8,38.92216750857307,-77.0360305161875,Washington,20009,DC
,,1,6,Entire home/apt,3.0,2.0,3.0,$600.00,,,1,1125,0,38.92355993214385,-77.02433822345344,Washington,20001,DC
,,1,3,Entire home/apt,1.0,1.0,1.0,$250.00,$30.00,,2,1125,1,38.934321485686624,-77.04179772124502,Washington,20010,DC
100%,100%,1,2,Private room,1.0,1.0,1.0,$75.00,,,1,1125,0,38.92782569177287,-77.04223017636983,Washington,20009,DC
100%,100%,2,4,Entire home/apt,1.0,1.0,2.0,$99.00,$40.00,$400.00,4,35,14,38.92703954287725,-77.03735607169409,Washington,20009,DC
100%,89%,2,10,Entire home/apt,6.0,4.0,8.0,$499.00,$200.00,$550.00,2,1125,8,38.92846458068177,-77.03092327239551,Washington,20010,DC
100%,67%,1,2,Entire home/apt,0.0,1.0,1.0,$110.00,$50.00,,1,1125,8,38.932398839625954,-77.03810435161823,Washington,20010,DC
100%,95%,5,2,Private room,1.0,1.0,1.0,$69.00,$29.00,,1,1125,3,38.93228437089578,-77.0387555670696,Washington,20010,DC
100%,,1,2,Private room,1.0,1.0,1.0,$85.00,,$200.00,5,1125,35,38.92130051060865,-77.03108396163451,Washington,20009,DC
100%,,1,2,Entire home/apt,1.0,1.0,1.0,$85.00,$25.00,$200.00,2,1125,4,38.92886778103861,-77.02827204917592,Washington,20009,DC
,,1,1,Private room,1.0,1.0,2.0,$150.00,,,1,7,6,38.93203159347613,-77.02693941658585,Washington,20009,DC
100%,100%,6,12,Entire home/apt,5.0,4.0,6.0,$595.00,$300.00,$300.00,3,30,0,38.92603828792155,-77.0295184885126,Washington,20009,DC
50%,100%,1,4,Entire home/apt,2.0,2.0,2.0,$160.00,$50.00,,1,1125,0,38.932631422710884,-77.03649799983612,Washington,20010,DC
100%,100%,2,3,Entire home/apt,1.0,1.0,1.0,$145.00,,,2,1125,66,38.92777368068015,-77.03372204201061,Washington,20009,DC
100%,100%,4,2,Private room,1.0,1.0,1.0,$100.00,$25.00,$100.00,3,1125,4,38.92599882536332,-77.02806051822502,Washington,20009,DC
100%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$115.00,$40.00,$100.00,3,1125,9,38.927867277092005,-77.04100460741759,"Washington, D.C.",20009,DC
100%,100%,2,2,Entire home/apt,1.0,1.0,1.0,$89.00,$30.00,$500.00,1,1125,56,38.928194590349214,-77.0225300693675,Washington,20001,DC
33%,100%,1,1,Entire home/apt,2.0,1.0,2.0,$76.00,,,1,1125,6,38.92594508775935,-77.0263341863232,Washington,20001,DC
100%,,1,2,Entire home/apt,0.0,1.0,1.0,$70.00,$50.00,$250.00,2,1125,0,38.93190334324695,-77.03765015715605,Washington,20010,DC
90%,100%,1,6,Entire home/apt,3.0,1.5,3.0,$329.00,$60.00,$500.00,4,700,29,38.92138498753489,-77.02993147218294,Washington,20009,DC
,,1,2,Private room,1.0,,1.0,$100.00,,,2,2,0,38.93566245788325,-77.0343861507518,Washington,20010,DC
86%,63%,2,2,Entire home/apt,0.0,1.0,1.0,$100.00,$60.00,$100.00,1,1125,2,38.921787598504295,-77.03549205041402,Washington,20009,DC
98%,52%,49,2,Private room,1.0,1.0,1.0,$100.00,,,2,30,1,38.933776530454665,-77.02625304571558,Washington,20010,DC
100%,81%,9,2,Entire home/apt,1.0,1.5,1.0,$149.00,$200.00,$500.00,3,366,2,38.925748394304314,-77.03426614186526,Washington,20009,DC
50%,70%,1,2,Entire home/apt,0.0,1.0,1.0,$89.00,$15.00,,1,1125,11,38.92893558966489,-77.03126900494982,Washington,20010,DC
100%,100%,2,4,Entire home/apt,1.0,1.0,2.0,$119.00,$75.00,,1,1125,38,38.929471673382814,-77.02857632144244,Washington,20010,DC
98%,52%,49,2,Private room,1.0,1.0,1.0,$100.00,,,2,30,6,38.93402887279626,-77.0283845062346,Washington,20010,DC
100%,100%,3,3,Entire home/apt,1.0,1.0,1.0,$109.00,$75.00,$200.00,1,1125,84,38.929509282433976,-77.02737747453182,Washington,20001,DC
69%,100%,2,6,Entire home/apt,2.0,1.0,3.0,$100.00,$60.00,$250.00,3,1125,10,38.9331782098001,-77.02155812324052,Washington,20010,DC
100%,100%,1,2,Entire home/apt,0.0,1.0,2.0,$85.00,$25.00,,1,1125,0,38.927176055548614,-77.03716447978786,Washington,20009,DC
,,1,4,Entire home/apt,2.0,1.5,2.0,$90.00,$155.00,,3,66,23,38.92568555387443,-77.03497122411105,Washington,20009,DC
100%,100%,5,2,Private room,1.0,1.5,1.0,$100.00,$20.00,$200.00,1,14,16,38.926001045041296,-77.02368758348454,Washington,20001,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,2.0,$105.00,,$500.00,1,1125,0,38.93424437658211,-77.04004566682201,Washington,20010,DC
100%,100%,2,8,Entire home/apt,3.0,1.0,3.0,$129.00,$35.00,$200.00,1,14,138,38.93408717395892,-77.02775173788791,Washington,20010,DC
75%,100%,2,2,Entire home/apt,1.0,1.0,1.0,$150.00,,,1,1125,1,38.92015933864146,-77.03644950431213,Washington,20009,DC
70%,86%,1,4,Entire home/apt,0.0,1.0,1.0,$110.00,$70.00,$500.00,2,1125,7,38.92464294133297,-77.03559199036198,Washington,20009,DC
,,1,2,Private room,1.0,1.0,1.0,$60.00,$25.00,$100.00,2,1125,0,38.93504257768927,-77.02972174955913,Washington,20010,DC
,,1,2,Entire home/apt,1.0,1.0,1.0,$130.00,$50.00,$400.00,4,1125,4,38.92326179643658,-77.03646696246197,Washington,20009,DC
100%,,1,2,Entire home/apt,0.0,1.0,1.0,$120.00,$50.00,$300.00,4,1125,8,38.93700129789143,-77.03310937133138,Washington,20010,DC
90%,90%,1,2,Entire home/apt,0.0,1.0,1.0,$85.00,$20.00,,2,1125,4,38.92797965597109,-77.04122699472794,Washington,20010,DC
100%,100%,1,3,Entire home/apt,1.0,1.0,2.0,$110.00,$85.00,$200.00,3,21,5,38.92245428615848,-77.03437268952041,Washington,20009,DC
100%,100%,1,3,Private room,1.0,1.0,1.0,$60.00,,,1,1125,3,38.92993373466928,-77.02961222096022,Washington,20010,DC
71%,100%,1,2,Private room,1.0,1.0,1.0,$72.00,$20.00,,3,30,8,38.93504261388032,-77.02484821992783,Washington,20010,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,1.0,$99.00,$40.00,$200.00,2,14,2,38.932642015488895,-77.02683165111245,Washington,20010,DC
,,1,3,Private room,1.0,1.0,2.0,$120.00,$30.00,,2,4,0,38.93243117877572,-77.02164155451075,Washington,20010,DC
87%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$95.00,$20.00,$200.00,1,1125,21,38.934528184336976,-77.04240545250805,Washington,20010,DC
89%,85%,2,1,Private room,1.0,1.0,1.0,$60.00,,$100.00,2,21,6,38.93447239310567,-77.03158722354854,Washington,20010,DC
100%,92%,3,2,Entire home/apt,1.0,1.0,1.0,$100.00,$70.00,$500.00,7,365,14,38.93554968458586,-77.02736919043784,Washington,20010,DC
86%,50%,1,1,Private room,1.0,1.0,1.0,$60.00,$35.00,,2,1125,3,38.9317648275009,-77.03513077392475,Washington,20010,DC
,,1,2,Private room,1.0,1.0,1.0,$60.00,,,1,1125,0,38.934044554253376,-77.03667498965964,Washington,20010,DC
100%,100%,1,1,Private room,1.0,1.5,1.0,$150.00,$25.00,,1,1125,3,38.933527927281105,-77.04478264490396,Washington,20010,DC
90%,85%,1,4,Entire home/apt,1.0,1.0,3.0,$119.00,$60.00,$500.00,2,300,52,38.933683938812706,-77.03854166050985,Washington,20010,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$199.00,$50.00,$150.00,2,1125,2,38.931202161200574,-77.02225138454669,Washington,20010,DC
100%,81%,9,3,Entire home/apt,1.0,1.0,1.0,$139.00,$200.00,$500.00,3,365,20,38.92746778060128,-77.03844819706427,Washington,20009,DC
92%,100%,1,4,Shared room,1.0,1.0,2.0,$50.00,,$100.00,1,1125,0,38.934384886431225,-77.03272876270691,Washington,20010,DC
,,1,6,Entire home/apt,2.0,2.0,3.0,$175.00,,,5,1125,0,38.92807219406275,-77.03279483310584,Washington,20010,DC
40%,100%,1,1,Shared room,1.0,1.5,1.0,$85.00,,,2,1125,0,38.92466342849185,-77.03101455243986,Washington,20009,DC
100%,100%,1,1,Private room,1.0,1.0,1.0,$45.00,$15.00,,1,1125,2,38.931256434074065,-77.03056144961127,Washington,20010,DC
100%,75%,1,3,Entire home/apt,0.0,1.0,2.0,$95.00,$25.00,,2,14,2,38.92481883919962,-77.03568995885941,Washington,20009,DC
100%,63%,1,2,Entire home/apt,1.0,1.0,1.0,$115.00,$75.00,$150.00,2,1125,2,38.932794277724405,-77.03324073641288,Washington,20010,DC
75%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$75.00,$30.00,,2,1125,12,38.9224405069532,-77.03584821086491,Washington,20009,DC
100%,100%,2,5,Entire home/apt,1.0,1.0,1.0,$120.00,$45.00,$200.00,2,1125,92,38.92933906984084,-77.03087859553834,Washington,20009,DC
78%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$119.00,$50.00,,1,3,1,38.929407357623965,-77.03333140343251,Washington,20010,DC
100%,81%,9,6,Entire home/apt,2.0,2.0,3.0,$209.00,$200.00,$500.00,3,720,22,38.92614873383295,-77.03427768859811,Washington,20009,DC
100%,100%,1,3,Entire home/apt,1.0,1.0,1.0,$96.00,$50.00,$150.00,2,120,4,38.92725584913725,-77.02495626987701,Washington,20001,DC
33%,100%,1,2,Private room,1.0,1.0,1.0,$139.00,$39.00,,1,1125,14,38.92124835491093,-77.03103886621605,Washington,20009,DC
100%,100%,1,1,Private room,1.0,1.0,1.0,$65.00,$15.00,$100.00,1,30,6,38.927980330492296,-77.03242028960628,Washington,20009,DC
60%,,1,2,Entire home/apt,1.0,1.0,1.0,$190.00,$40.00,,1,1125,5,38.93546871110388,-77.0311177794763,Washington,20010,DC
100%,96%,4,2,Private room,1.0,1.0,1.0,$85.00,,,1,1125,15,38.93103301642053,-77.0373700722932,Washington,20010,DC
89%,85%,2,2,Entire home/apt,0.0,1.0,1.0,$90.00,$30.00,,2,1125,0,38.930194894133976,-77.03387312263195,Washington,20010,DC
100%,92%,3,2,Private room,1.0,1.0,1.0,$80.00,,,4,14,96,38.93365975306619,-77.02671021295058,Washington,20010,DC
100%,100%,1,8,Entire home/apt,4.0,3.5,4.0,$325.00,$150.00,$500.00,3,21,5,38.93049016032549,-77.04399982459644,Washington,20010,DC
91%,100%,1,2,Private room,1.0,1.0,1.0,$89.00,,,1,1125,0,38.92303951502043,-77.0302236324852,Washington,20009,DC
100%,88%,2,2,Shared room,1.0,1.0,1.0,$66.00,$10.00,,1,1125,46,38.92513105431862,-77.0320258296201,Washington,20009,DC
100%,100%,6,5,Entire home/apt,2.0,1.0,3.0,$145.00,$125.00,$200.00,3,30,0,38.93093838382713,-77.02918701720995,Washington,20010,DC
80%,100%,1,1,Entire home/apt,1.0,1.0,1.0,$54.00,,,1,210,0,38.93616275347587,-77.03493052541464,Washington,20010,DC
86%,100%,3,3,Entire home/apt,3.0,1.0,3.0,$165.00,,$100.00,3,30,0,38.91997648856547,-77.03451211074173,Washington,20009,DC
,,1,4,Entire home/apt,2.0,2.0,2.0,$225.00,,,1,1125,1,38.923890180488975,-77.03411145914468,Washington,20009,DC
100%,100%,2,4,Entire home/apt,2.0,2.5,2.0,$399.00,$50.00,,2,1125,0,38.930698718442585,-77.0300134276922,Washington,20010,DC
,,1,4,Entire home/apt,2.0,2.0,2.0,$179.00,$70.00,$350.00,2,1125,8,38.92481774849549,-77.02706109957361,Washington,20009,DC
100%,100%,6,1,Private room,1.0,1.0,1.0,$35.00,$30.00,$100.00,15,1125,9,38.93668983667307,-77.01995423807602,Washington,20010,DC
88%,100%,2,1,Private room,1.0,1.0,1.0,$80.00,$40.00,$200.00,2,1125,9,38.92981930848049,-77.02577003654055,Washington,20009,DC
,,1,5,Private room,1.0,2.0,2.0,$85.00,$15.00,,4,365,4,38.92890626883489,-77.02365300688358,Washington,20001,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$100.00,$60.00,$250.00,2,40,16,38.922467356551756,-77.02424151784967,Washington,,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$109.00,$49.00,$150.00,2,29,15,38.93416043081478,-77.0265715769426,Washington,20010,DC
,,1,6,Entire home/apt,1.0,1.0,2.0,$150.00,,,1,1125,0,38.93038653662923,-77.03523888335944,Washington,20010,DC
100%,,1,2,Entire home/apt,1.0,1.0,1.0,$129.00,$50.00,,5,30,11,38.927687410489334,-77.03962643738437,Washington,20009,DC
100%,95%,5,2,Private room,1.0,1.0,1.0,$75.00,$25.00,,1,1125,0,38.93091503495979,-77.03996516485046,Washington,20010,DC
92%,98%,3,3,Entire home/apt,0.0,1.0,2.0,$89.00,$75.00,,2,365,70,38.93376491470204,-77.04427971435358,Washington,20010,DC
97%,100%,8,2,Entire home/apt,0.0,1.0,1.0,$99.00,$50.00,$200.00,3,120,19,38.930614169704036,-77.04383769824804,Washington,20010,DC
100%,93%,1,6,Entire home/apt,2.0,1.0,4.0,$160.00,$60.00,,2,1125,4,38.9286717556221,-77.03645232937036,Washington,20009,DC
92%,91%,26,6,Entire home/apt,2.0,1.0,4.0,$175.00,$100.00,$100.00,1,1125,18,38.93032268585553,-77.03077165633667,Washington,20010,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$120.00,,,1,1125,18,38.92955764414951,-77.03984351651044,Washington,20010,DC
100%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$95.00,$20.00,$95.00,1,1125,5,38.922532649659374,-77.0276481649667,Washington,20009,DC
100%,100%,6,4,Entire home/apt,1.0,1.0,2.0,$109.00,$125.00,$200.00,3,30,0,38.929989590983155,-77.02911834677086,Washington,20010,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,1.0,$189.00,$100.00,$500.00,3,1125,35,38.93106524537847,-77.0388483201151,Washington,20010,DC
100%,100%,1,1,Private room,1.0,1.5,1.0,$200.00,,,1,1125,1,38.93083561143403,-77.03264593499864,Washington,20010,DC
100%,82%,1,1,Private room,1.0,1.0,1.0,$31.00,,,1,6,3,38.936314546342025,-77.02257643286265,Washington,20010,DC
70%,75%,2,2,Private room,1.0,1.0,1.0,$80.00,$45.00,,1,1125,2,38.92428551575089,-77.02732955316996,Washington,20009,DC
100%,88%,2,4,Entire home/apt,0.0,1.0,1.0,$100.00,$20.00,$250.00,1,1125,4,38.92539277145504,-77.03110400506438,Washington,20009,DC
100%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$110.00,,,2,30,3,38.923116871494,-77.03405296471885,Washington,20009,DC
90%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$90.00,$20.00,,2,1125,12,38.929427507373155,-77.0378445415925,Washington,20010,DC
,,1,2,Private room,1.0,1.5,1.0,$50.00,,,3,12,1,38.930061132150996,-77.03214552929927,Washington,20010,DC
80%,55%,5,2,Private room,1.0,1.0,1.0,$120.00,,,1,1125,0,38.93423056992377,-77.02790089998621,Washington,20010,DC
100%,93%,3,2,Private room,1.0,1.0,1.0,$75.00,$20.00,,1,1125,1,38.92668046334129,-77.02846410616776,Washington,20009,DC
80%,100%,1,4,Private room,1.0,1.0,3.0,$100.00,$24.00,,2,1125,1,38.93160265094074,-77.03204482787349,Washington,20010,DC
100%,100%,2,2,Private room,1.0,1.0,1.0,$54.00,$25.00,,2,1125,0,38.93622935764397,-77.03274918545723,Washington,20010,DC
100%,,1,1,Private room,1.0,0.5,1.0,$50.00,,,1,1125,1,38.93349070304925,-77.02967892830183,Washington,20010,DC
,,1,2,Private room,1.0,1.0,1.0,$100.00,,,1,1125,0,38.92657948899752,-77.02756215052098,Washington,20009,DC
83%,50%,1,2,Entire home/apt,0.0,1.0,1.0,$80.00,$10.00,,1,3,0,38.93694114708731,-77.03793397158509,Washington,20010,DC
100%,100%,3,5,Entire home/apt,2.0,1.0,2.0,$300.00,,,3,30,0,38.920487780816025,-77.0335758892313,Washington,20009,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,1.0,$109.00,$35.00,,2,730,106,38.93375155929786,-77.02924021749368,Washington,20010,DC
86%,88%,1,2,Entire home/apt,1.0,1.0,1.0,$55.00,$40.00,,1,1125,34,38.920125063525646,-77.03607197458965,Washington,20009,DC
60%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$92.00,,,1,1125,2,38.923364944454256,-77.02884955207445,Washington,20009,DC
100%,100%,1,3,Entire home/apt,0.0,1.0,1.0,$98.00,$25.00,,1,1125,2,38.93686881251913,-77.03687370491845,Washington,20010,DC
70%,100%,1,2,Entire home/apt,1.0,1.0,1.0,$60.00,$25.00,,1,1125,3,38.93488820991776,-77.02625746198403,Washington,20010,DC
100%,100%,2,3,Entire home/apt,1.0,1.0,1.0,$95.00,,,1,1125,0,38.93300473211798,-77.03352922901776,Washington,20010,DC
100%,,1,2,Entire home/apt,1.0,1.0,1.0,$125.00,$75.00,,4,1125,0,38.93293755716788,-77.03396670653125,Washington,20010,DC
,,1,4,Entire home/apt,2.0,2.0,3.0,$200.00,,,1,1125,0,38.930767632936146,-77.03117072843891,Washington,20010,DC
90%,100%,3,2,Private room,1.0,1.0,1.0,$125.00,,,1,1125,11,38.927057422804815,-77.02372237676856,Washington,20001,DC
90%,100%,1,7,Entire home/apt,3.0,2.5,3.0,$150.00,$80.00,,1,1125,12,38.93502239053387,-77.0199131891007,Washington,20010,DC
83%,0%,1,1,Shared room,1.0,1.0,1.0,$49.00,,,1,1125,8,38.932729249439966,-77.03897125068153,Washington,20010,DC
,,1,2,Private room,1.0,1.0,1.0,$135.00,,,3,1125,0,38.93466281553487,-77.02677879342214,Washington,20010,DC
,,1,3,Entire home/apt,1.0,1.0,1.0,$250.00,,,1,1125,0,38.93402677110706,-77.0351925354969,Washington,20010,DC
100%,100%,1,2,Entire home/apt,0.0,1.0,2.0,$87.00,,,1,1125,7,38.933588526017544,-77.03778466234526,Washington,20010,DC
100%,100%,1,2,Private room,1.0,1.5,1.0,$75.00,$50.00,,1,1125,0,38.93184471150641,-77.03427727308548,Washington,20010,DC
85%,75%,1,2,Entire home/apt,0.0,1.0,1.0,$101.00,$10.00,,2,3,10,38.92229996713636,-77.03441754745843,Washington,20009,DC
17%,,1,4,Entire home/apt,2.0,2.0,2.0,$267.00,$49.00,,1,1125,0,38.92877917515195,-77.032736185632,Washington,20010,DC
100%,100%,1,5,Entire home/apt,2.0,1.0,2.0,$175.00,$100.00,,2,1125,19,38.929246499913,-77.03064128004092,Washington,20009,DC
92%,91%,26,6,Entire home/apt,2.0,1.0,5.0,$175.00,$100.00,$100.00,1,1125,13,38.93185103638756,-77.02921233309456,Washington,20010,DC
100%,100%,3,2,Entire home/apt,1.0,1.0,1.0,$105.00,$49.00,$200.00,2,1125,3,38.92724727362142,-77.02741319257849,Washington,20001,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,1.0,$115.00,$40.00,,1,1125,13,38.9273109056349,-77.04206782168299,Washington,20009,DC
,,1,4,Entire home/apt,1.0,1.0,3.0,$144.00,$35.00,$150.00,2,10,5,38.927088686943634,-77.02834468021639,Washington,20001,DC
70%,67%,1,1,Entire home/apt,1.0,1.0,1.0,$90.00,$50.00,,20,1125,7,38.93056460070354,-77.03394656346444,Washington,20010,DC
100%,100%,3,2,Entire home/apt,1.0,1.0,3.0,$155.00,$20.00,,1,1125,4,38.924204428073025,-77.0355193270183,Washington,20009,DC
100%,100%,1,3,Entire home/apt,1.0,1.0,2.0,$125.00,$35.00,,1,200,19,38.92016257931479,-77.03506257195713,Washington,20009,DC
100%,100%,1,2,Entire home/apt,1.0,1.5,1.0,$119.00,,,1,730,25,38.92467124199137,-77.03209924811547,Washington,20009,DC
100%,67%,1,4,Entire home/apt,1.0,1.0,1.0,$105.00,,,1,10,4,38.92640490937285,-77.03392727069131,Washington,20009,DC
100%,,1,2,Private room,1.0,1.0,1.0,$87.00,,,1,10,0,38.93200521484985,-77.03000467995834,Washington,20010,DC
92%,88%,2,2,Private room,1.0,1.5,1.0,$50.00,,,1,1125,26,38.93610307397742,-77.02901198916362,Washington,20010,DC
100%,75%,3,4,Entire home/apt,1.0,1.0,2.0,$79.00,$75.00,$200.00,5,45,31,38.9269302512015,-77.02299381801981,Washington,20001,DC
100%,,1,1,Private room,1.0,1.0,1.0,$46.00,,,1,1125,0,38.93318648070566,-77.0328242997695,Washington,20010,DC
100%,100%,1,4,Entire home/apt,1.0,1.0,3.0,$109.00,$50.00,,1,1125,13,38.933805883014735,-77.04002041215489,Washington,20010,DC
100%,75%,3,6,Entire home/apt,3.0,2.0,3.0,$499.00,$250.00,$500.00,3,14,2,38.92605145316456,-77.02287581160014,Washington,20001,DC
80%,,1,3,Entire home/apt,0.0,1.0,2.0,$100.00,$100.00,$200.00,3,1125,5,38.92206915620269,-77.02980306295088,Washington,20009,DC
100%,100%,6,6,Entire home/apt,2.0,2.0,4.0,$175.00,$135.00,$200.00,3,7,0,38.929448761785885,-77.02905858597539,Washington,20010,DC
50%,100%,1,2,Entire home/apt,0.0,1.0,1.0,$130.00,$10.00,,1,7,13,38.93742254616343,-77.03745484268521,Washington,20010,DC
88%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$90.00,$40.00,$250.00,2,1125,4,38.93408523728184,-77.03573174691383,Washington,20010,DC
100%,83%,1,2,Private room,1.0,1.0,1.0,$55.00,$10.00,,1,7,16,38.930573245517294,-77.03889182456844,Washington,20010,DC
95%,100%,1,2,Private room,1.0,1.0,1.0,$65.00,$60.00,,1,1125,5,38.921837696450865,-77.0342077068775,Washington,20009,DC
,,1,2,Private room,1.0,1.0,1.0,$87.00,,,1,1125,3,38.93402289252454,-77.03510677706933,Washington,20010,DC
100%,92%,3,2,Private room,1.0,1.0,1.0,$80.00,,,4,14,30,38.935210226813176,-77.02851556673906,Washington,20010,DC
50%,100%,1,4,Entire home/apt,1.0,1.0,2.0,$149.00,,,1,1125,0,38.930137185742176,-77.03370300000584,Washington,20010,DC
100%,94%,5,2,Private room,1.0,2.5,1.0,$105.00,,,2,730,142,38.93311887125747,-77.04043650446097,Washington,20010,DC
100%,94%,5,2,Private room,1.0,2.5,1.0,$95.00,,,2,730,184,38.931511354033475,-77.03989904285254,Washington,20010,DC
100%,100%,1,1,Private room,1.0,1.0,2.0,$75.00,,,1,2,7,38.926269653245186,-77.02636466939886,Washington,20001,DC
90%,60%,1,3,Entire home/apt,1.0,1.0,1.0,$115.00,,,1,4,6,38.92839059056165,-77.03270144729944,Washington,20010,DC
100%,100%,2,6,Entire home/apt,3.0,1.0,3.0,$150.00,$60.00,$500.00,1,1125,19,38.929431208413106,-77.02226066547063,Washington,20001,DC
40%,,1,2,Entire home/apt,0.0,1.0,1.0,$105.00,$20.00,,1,20,3,38.925626916626506,-77.0345955156553,Washington,20009,DC
,,1,4,Entire home/apt,1.0,1.0,1.0,$85.00,,,4,1125,2,38.931270300919316,-77.02833940241716,Washington,20010,DC
100%,95%,1,3,Entire home/apt,1.0,1.0,1.0,$125.00,$60.00,,1,1125,37,38.93213112422707,-77.03620054918649,"Washington, D.C.",20010,DC
,,1,4,Entire home/apt,2.0,2.5,2.0,$500.00,,,1,3,0,38.93207937391527,-77.0230900353148,Washington,20010,DC
100%,84%,1,6,Entire home/apt,2.0,2.0,3.0,$209.00,$115.00,$350.00,2,1125,54,38.92731901574359,-77.03076861883689,Washington,20009,DC
100%,100%,1,6,Entire home/apt,2.0,2.0,4.0,$295.00,$95.00,$250.00,1,1125,9,38.93106573133864,-77.03236423880105,Washington,20010,DC
100%,96%,1,2,Private room,1.0,1.5,1.0,$64.00,$24.00,$95.00,1,7,46,38.92322446269049,-77.02844685680657,Washington,20009,DC
,,1,3,Entire home/apt,1.0,1.0,2.0,$134.00,$50.00,$300.00,7,14,0,38.91999932417152,-77.03314887469871,Washington,20009,DC
60%,71%,1,4,Entire home/apt,1.0,1.0,1.0,$104.00,,,1,1125,2,38.9331511057504,-77.03732239681655,Washington,20010,DC
86%,100%,3,1,Private room,1.0,1.0,1.0,$95.00,,$95.00,7,14,0,38.91973400403025,-77.03448879857865,Washington,20009,DC
,,1,2,Entire home/apt,1.0,1.0,1.0,$85.00,$10.00,$100.00,1,1125,0,38.933019281285596,-77.02702554586459,Washington,20010,DC
100%,100%,1,4,Entire home/apt,0.0,1.0,1.0,$109.00,,,2,1125,5,38.934486402243344,-77.04125286466423,Washington,20010,DC
83%,100%,1,2,Entire home/apt,0.0,1.0,2.0,$95.00,$15.00,,1,7,2,38.92769662194785,-77.03502830634227,Washington,20010,DC
